ID,feature_vector
36608,"{-1.8774508961054703,0.2134531033441188,0.6059218876281836,-0.0138926283606834,-0.0821507018270596,-2.840546324751273,-0.9074901850439592,0.3167059069712728,0.5148300627666912,-0.7027185055339911}"
36609,"{-1.514185307693337,-0.0095411183413174,-0.0881056567463763,0.4554561622128557,-1.015691953254392,0.5423086219010046,-0.7282057517794664,0.5851253075574117,0.1870867431780396,0.3294084668375834}"
36610,"{-0.2238949216211861,0.46486201560963,0.8579259407448675,-0.2773122095070092,0.613276323830811,-0.9522004468586304,0.4413760746425856,0.7175169064127965,-0.407364634386802,0.6523197348600983}"
36611,"{1.1487793692692654,0.3493964447715419,-0.4122198577859088,0.6937449767786553,-0.7161475339253959,1.9992956155338424,-0.4380761124621228,-2.008233592856967,0.2072629537095285,0.5231179751825232}"
36612,"{0.5237859724547618,-0.2764213575241116,0.1420337069843335,-1.0369750450694903,0.8388934931263822,1.259663598925309,-1.519987501921261,0.1081639756130051,0.3315054088631032,-1.6375426195241207}"
36613,"{-0.989967510747402,-1.0004392401501698,-1.7249598151992265,1.7943976788372948,1.4051608386728007,1.3584824002548528,0.1312937385261438,-0.8104300456103831,1.1770190958083766,0.1204102184304175}"
36614,"{0.1987470455961814,-1.3036564741328869,1.55477359962027,1.3810559146972452,2.315816484312353,-1.091396530935618,1.019107448566307,1.4108522085269064,-0.6699387409422116,-1.5860951662448408}"
36615,"{-1.0004629227036117,0.8784460112789854,0.1966526585759989,-0.4028606643445539,-1.0983793939567323,1.141462332764469,2.1669975154593213,-0.9102977586495148,-1.3063596250284382,1.0175607541043203}"
36616,"{0.7285348819813199,1.7218981497774823,1.3149556191217096,-0.4676409480416958,1.0516021434886271,1.518320052958337,0.1706434838414706,0.1168418258046378,0.3986460363636833,-0.8995351222699749}"
36617,"{1.131771492627254,0.8854391773892769,0.605693235666024,-0.9303252512341336,-1.0700530618384092,1.7074729721565791,0.8123312685048456,0.9149724012258766,0.6263333986268073,0.2210387984023327}"
36618,"{-0.6260178840668089,-1.465820918202411,1.3896657538988904,-0.2944948293725391,0.1568439497841256,0.6977342168159035,1.8148995168861453,-1.8774680955451768,-1.9953087199131656,1.409287604837068}"
36619,"{-0.1598656680150694,1.6850346437977228,0.2818817721251303,1.083115579744875,0.8090111194801317,0.1802785745235361,-1.361728088198629,1.1806774017803967,0.514343741092374,-0.3244746515571324}"
36620,"{0.405523348573657,0.143632474914849,1.002781123087187,0.3946849243806826,-1.8451285447506405,1.0995343589474946,-1.2846425800460326,-0.8868262632967021,0.9212097394160996,0.3081797340803359}"
36621,"{-0.0645794105612202,0.7355442412725629,-0.0344091251003889,0.9466932926513608,0.2842523124674774,-0.2205610465989766,0.3487136139834055,-1.7960518188653256,0.2983733549868269,0.268893304513204}"
36622,"{0.2374498111897533,-0.8110391262094293,2.12672414388639,1.5025306524472897,-0.1103487690935842,1.5862834855143415,0.117336946197951,0.6316140233553542,-1.398671244019537,-0.9297512854706036}"
36623,"{-1.5748772271727003,1.01881539259166,-1.8669521601474863,2.137063796892679,0.4193130385011329,-0.1888100932057027,-1.8071888526464,0.8271210170139743,1.0983975613144277,0.7915537679259772}"
36624,"{-0.6334454809128162,-0.2673389713160137,-0.5853925577015402,-0.7535328008070964,-0.0607454216258893,0.3340229300526405,-0.0780265169939839,-0.9982148336185138,-0.453363299812048,-0.8620825226055168}"
36625,"{0.0215284853214625,-1.1132854936345573,-0.1193774163582969,1.6754276351741946,0.8114413602307697,-0.135739386144405,0.1938264747451043,-0.1803192253650454,-0.9913374274522272,-0.3720458237461504}"
36626,"{-1.0351314621102934,-1.8489640008131925,0.8380836581929263,-2.358271363030044,0.9277327770342836,-1.470613829958081,1.094604525920421,-2.1520413962770943,-2.057236704496746,0.2311580254013034}"
36627,"{-1.3294169209600235,0.8015860862369396,0.987742688149348,-0.9925126245366972,-0.2640860285333483,-0.1813897221682311,0.5056473087858815,-0.2164215300062336,2.29648662422472,-0.2211659271847332}"
36628,"{-0.1443483920335661,-1.0358677258718163,2.521696063518668,-0.1728513079300596,0.2986082040066234,1.502444831644021,0.9429148347432846,1.4186703629081898,0.273469307909956,-0.586348183105691}"
36629,"{1.3415529460539577,-0.204693336553567,-0.3787363263151457,2.354367516196076,-0.047712767361006,-0.9285724716341412,-1.7721223989504966,-0.9961924929695414,-0.5061312391097187,-0.8957713898225463}"
36630,"{0.7497771625337473,0.5956986844473231,0.9671813650083882,0.6888980400315452,-0.1120812204503206,0.3676193536655363,-0.4793864067357271,-1.1228614661875882,0.0099225030303371,-0.4712696403002904}"
36631,"{-1.0663453867220365,0.6090160848243289,-0.2343086716331851,0.9392256315575432,-1.522115139648214,-0.767984253475547,0.5143426757994299,-0.5258196618715071,0.7093353773715494,-0.7731476168004145}"
36632,"{0.7027431114229088,-0.3490382409186262,0.8703254453450456,0.7479782246046983,-0.7736510765225693,1.2099800603051631,-0.0575448115275345,-0.2557847948422842,-1.3752268075318386,-0.5931445998124604}"
36633,"{-0.1950076443330429,0.5200901969580207,-0.3411234323396013,-1.0909589108103652,-0.0738139131454172,-1.1126888150199388,0.8290967695463138,1.3906359260182133,1.2565941864896115,1.68462811072312}"
36634,"{2.262415802973228,0.4745734287376988,0.2262372211427933,-0.390339807182483,-0.029320886965604,0.109393108709059,-0.6947437773307384,-0.9285574390752812,-0.8408305853292886,1.641574754756105}"
36635,"{0.304800307884928,0.4669895609653017,0.0067386148626444,0.8009848370117727,0.3845172016873925,-0.3974557947588115,-0.8440519104644416,0.916576629208673,-0.5290738277332231,1.5293229871395986}"
36636,"{0.0078655713671246,-1.1399388690175611,0.1761329574503564,1.3025303674006146,-0.8072450664189607,0.4714111753224898,0.9633805403559578,0.913888524010764,-1.7619438664441325,-1.2153224198133652}"
36637,"{1.3432646394196364,0.3990646826833368,0.3329127914472191,1.5853775250848952,0.2284381203049317,0.2311064236836165,-0.691527516521116,-0.4052046128878965,-0.0279014830216127,-1.059295059029391}"
36638,"{-0.3460528562923424,1.1554192648163435,1.0174171787814688,1.5930740325898072,-0.4802034714159048,-0.8721141799641741,-0.1528008498944608,0.7477328635728722,-0.5691760655583841,-0.2127516895093671}"
36639,"{-0.6090836135078292,0.4675452530431353,0.5693516593147167,1.8534900932845024,0.949226379207957,-1.7800787710909929,1.1390872709106308,0.9081557840115824,1.0238005004420148,0.0995004358252094}"
36640,"{-1.056366992293354,-0.2064714154184736,-1.9021193479426897,0.1016614404968409,0.0216454956144154,-0.0270821433576605,-0.5345552656884646,-0.3324807040334669,1.187096594948287,-0.2246011427525684}"
36641,"{-1.4627523155483602,-0.1204517883517949,0.1699246281101757,-2.435568604389762,-0.248053357706951,-0.10241355964965,-0.717461209092825,0.8699778520454523,-0.2668604312934548,-0.1547788099699859}"
36642,"{0.3562816730951878,0.3584607007293974,-0.0558006436991119,-0.3507830025708316,-0.7437305714177971,-0.1292628831346512,0.497574009768588,0.1849754493495023,0.4571321524868017,-1.3525218339300218}"
36643,"{-0.2543438692451279,0.7949359123266042,-0.2135694302285658,-1.891818246386672,0.8594102321971988,-0.3269471432013291,0.8417125435816625,-1.2892030177907787,0.7666868771032433,1.417453540714662}"
36644,"{0.0416803834107623,-0.6038382015421253,-1.740696272654821,-1.999916912578992,-0.1726234489482262,-0.2620774131614859,-1.2519088704004302,1.8058513014975195,-0.6162167605036694,0.4039062752540709}"
36645,"{0.8681569969144863,-1.1637320345858888,0.033197000981644,0.1346860422577273,-0.9720208172104836,-0.863748408595101,-0.5730379871184493,0.055016234779805,-0.2128297693717369,0.195429788517381}"
36646,"{-0.2683520379161413,-0.6739117410487144,0.0278394073637213,-1.775748911285832,0.3884680458388975,-1.089293424589659,-0.1018752085475194,1.0022529105579736,0.3329254649472407,0.6397949849488591}"
36647,"{1.6122703059100547,-0.2119051379128919,-0.3163767483333244,-0.2309797103782467,0.0882302382508066,-0.5842104906669089,0.6598462638604733,1.2640587114127932,0.2138532875783744,0.2518104159870543}"
36648,"{-1.56090664332442,-1.2545438444657426,0.0536846483472902,-2.617260601958548,-0.0563058457872578,0.8793447468681747,-0.1830865421948971,1.2486980854722218,1.1989699379448897,-0.1679541808735818}"
36649,"{-0.1753525453524538,-0.2141024031396641,0.0261208844021237,-0.3040626736504536,0.7152222310516184,0.0070805802961896,1.5633604145027458,-1.7348478154956963,-1.199023924201264,-0.3294483527008812}"
36650,"{-0.0208882060788243,-0.8426585207573785,-0.2693450458069876,-0.7949929457669401,-0.251348814082425,-0.4667332786590466,0.3193253773684609,0.0217300278401102,0.1964969879879508,-0.3858445095872885}"
36651,"{1.305412218010853,-1.1971474207601724,-1.346944982191002,1.396665089856126,0.1571913973028806,1.1876335028604,-1.9026530338287544,0.4516111083937754,-0.0122306370478925,0.6854081016777345}"
36652,"{1.7497115166162946,0.6948584736560409,-1.737840798906596,1.2364733672470123,0.2881076818173911,-1.9583583177471169,0.291104633217696,-0.1773808130711265,0.6934054842207051,0.2786358784952522}"
36653,"{0.3889177569900094,0.4321253121944568,0.3839068004454142,0.7467755956537055,0.4547873210071734,-0.9691499336441474,-0.0906360100571966,-1.868659731102436,-1.0647593795258314,-0.5395107641909552}"
36654,"{0.9218606570124122,-0.4685451456392381,0.4647632449255549,0.5536436726774853,0.5812426373193526,0.1259401864768626,-1.9556073429812584,-0.6545610480303675,1.172365511556042,1.0669533319052886}"
36655,"{-0.1743015009301637,1.1762830882465043,-0.5527940849848245,0.5290414716461763,0.712133270611188,1.1680933415648187,1.6534096295676013,-0.5969328596339375,-1.0790370629234045,1.3997338125776222}"
36656,"{-2.430386561229972,0.85711050904724,-1.298904722911104,0.2203735205882686,0.1086681270860581,-0.241761925867035,0.868632845239356,-0.0167841027133159,0.4667340012424907,-0.3453894691792634}"
36657,"{0.230125225216729,-1.3073189701555656,-1.7409095446575786,-0.4942150945387117,0.4124825311238802,-3.187851358201443,0.6116080558339512,1.4890129870449862,-0.987496000000588,-0.8162776979489883}"
36658,"{1.4651640086157072,0.324404545635085,1.350014002202049,1.620122097138587,-0.5659795695243444,-1.27308257233744,0.2087079720714766,0.0205895949380883,0.6688042102688947,-0.5222954697128578}"
36659,"{-0.6988564926085215,-0.814385779021875,-1.3323728141943272,-1.57071290197679,-0.3277331654791952,-0.934006720404368,-0.3036999583280891,1.500042495005201,0.4965798340165205,-0.8162047450764385}"
36660,"{0.2458332904714089,-0.4773918442795327,0.6775165033757555,-0.5359707227789049,0.2344158989554784,1.4027047885529933,1.3187523495495728,-1.2169947908540448,1.2000777413909227,-1.3201265713590158}"
36661,"{-1.02913383153276,0.1850520465980086,-0.198353674508186,2.9492017448047694,-0.3117400984931061,-0.2621298778067172,-0.9919612131424984,0.3431081839739571,-1.280761289328733,-0.2512165581872152}"
36662,"{0.3117957687210596,0.0032071526422652,-0.818302868165644,0.5934801788205629,0.3315989059734668,2.0229318332640007,-1.1888722513720855,-0.0909933382727465,1.809199383504562,0.2299691122868039}"
36663,"{-0.4222523415108803,-0.230102441757618,-0.6693368798396923,-0.9601243777738258,-1.136890100865226,-1.2454126020621703,-0.2513769920669593,0.6700776292995188,0.9560799823425152,2.9763869581250244}"
36664,"{1.116263460775205,1.1745314892462606,0.1950621360718964,0.814925070305465,0.0079787755524375,0.7234664158938109,0.2522889144212731,-0.0596427971073148,-0.7978669210162875,-0.1598240667326063}"
36665,"{-0.6772971449172551,1.099757827702201,0.6853785127710499,1.3313787314930012,-2.2146249976257093,0.0302556401141969,0.1137056625648868,-0.5903830493707649,0.8117435559539303,0.4198089605393266}"
36666,"{1.8882411876382643,0.3383774776925068,-1.713648089233108,1.7024088062035414,0.2554770582991382,-0.9009338479318324,-0.2149806728734116,0.6630619496150776,-0.9895744503169656,-1.46759305912885}"
36667,"{0.7221206920434573,0.3388661697450532,1.19057684786225,0.4774404801741742,-0.2167082640119118,0.3752018950627452,0.117896734943629,-1.00957692821288,-2.732666331673082,1.5659628805686714}"
36668,"{-0.8277696944228479,0.6598447040616232,-0.7794482835590858,1.188300009841563,-0.5071219758224953,0.1372810185671185,-0.2143985813267322,-1.6011140860173825,-1.4707628293759158,-0.6655017850492813}"
36669,"{0.2047735821046607,-1.9721405247087984,0.7308751135689366,-0.443328997808328,0.3949452474317433,1.5342154573458624,1.0986330991384454,0.8982476974442493,0.2160134935923504,1.9137715584960624}"
36670,"{-0.6063188362227119,0.874489748765439,0.3558474885270856,-0.32688777333116,-0.2844663920691981,0.4358762303683666,1.8250617914184504,1.3115283438012126,0.6216673733079896,-1.6267165804998884}"
36671,"{0.2082578024258002,-0.648145721750854,-1.1764617300619018,-0.2003422634724255,0.8201521495295881,-1.950514934176292,-0.8314736766163187,1.6933901751139722,-2.5562403162749594,0.9934490028653864}"
36672,"{-0.6809789370662015,0.3761199535660972,0.5639726207507619,0.6768125769477131,0.5946854520883822,1.269688556281887,-0.4396985489511029,1.312740331177515,0.6151787157284075,1.3737938516259498}"
36673,"{-1.1113408850178998,1.5183140220781155,-0.5079642221879133,-0.1790111354653707,0.3278949564118443,0.6501007102110904,0.3120079708184048,-0.0090236894670939,0.1371754792815555,-3.148300936424856}"
36674,"{-1.4028785791146976,1.5617991995541214,-0.5073873244826355,-0.262836900464622,2.070344248692697,-1.3899370072317327,-0.3474474884587588,-0.0396983269640838,-0.6919359127513276,-1.0189730806292268}"
36675,"{1.0802932146466138,-0.0310358480760062,0.3486221595267594,-0.2750370492118408,-0.5834775474576572,0.4642199292041656,0.0044343136062465,0.5693634648085852,-1.288806391084579,-1.0522208913993862}"
36676,"{-0.4147083324843246,0.3821664534944747,-2.147303491300664,0.9264636522741976,2.077333101543798,-0.5606237951322816,1.0287194494226937,-0.3064528228414236,0.7852523480554107,-0.383256220672064}"
36677,"{-1.1654140583041852,0.4492611398578052,-0.308283747999567,0.6949993953242803,0.3183137308520029,0.1631163286045288,-0.6947000898815496,1.003794106818838,0.0323039393409087,-0.8674881174393192}"
36678,"{-0.449022415097863,-1.215403604184799,-0.8148971336916648,-0.4649064847386137,-0.6604303769329439,0.1393329587416114,0.6271155507778416,2.044367056976625,-1.3230509235309915,-0.593376762552072}"
36679,"{0.0213594185093236,-1.658699123760096,0.1203655201568661,-0.1179172999048099,1.3716134160789664,-1.2181313257033577,-1.137443992641184,1.9112171982857604,0.1459090904429386,-0.8641864631013786}"
36680,"{-1.0840058147480316,-2.3818410187655266,0.3564715334836476,-1.7434329462278928,-0.4394626236874801,-0.2461935191371481,0.7703255940734661,-0.3196241251553604,-0.6417087643527438,-0.7430536045354605}"
36681,"{-0.6602833918049241,-0.4012415869227462,0.8675168732368599,-0.5438847523101065,0.5588222609715668,1.147378365611278,-0.4647805002532568,2.1792799092934447,1.190987690635171,1.8904754339020533}"
36682,"{0.258026706500683,1.028625740242335,-1.6716317100847633,-1.7928367153869884,0.7473098942257461,0.0731322138051086,0.431107293450703,0.8627271752707303,-0.0938451869087625,0.1708795884635149}"
36683,"{0.4833061638041169,0.18177761877971,-0.3525647126297278,-0.4847228024482899,-1.2848194347880657,0.8254089768271614,2.69379666516218,-0.3718229361978423,1.3315322795896,0.665017563712387}"
36684,"{0.5050116847727968,0.5273618827229748,-0.4585579491570063,-0.1332848272337215,0.1336627268940319,0.4142161172114413,0.6842268259092341,1.2120389050994305,2.065383109299943,2.226915615313499}"
36685,"{0.4556415128358264,0.4822306370164696,0.8794597451387914,-1.331035308789508,-0.7862453230946218,-0.3256320430437858,-0.163890999189488,-0.1434509297085107,-0.8253548642513763,-0.1262210836897766}"
36686,"{0.7454981372936804,1.1090785864910049,0.5687919957111013,0.5334191088251552,-1.1954725792155816,0.2796942737445564,0.4468685048484813,-0.5335296130431825,-1.319100158424914,-0.1298202849036981}"
36687,"{0.8463183300945326,0.939970592641272,0.3109202826903341,-0.5826957908005878,-1.2100002105804808,-0.4906738744665704,1.3645935187220024,0.6483927277213543,1.074515523127954,-0.5418747115960391}"
36688,"{-1.3694708423533626,1.904325212924208,-0.178085014496378,0.4905345173370607,1.2908074741061533,-0.0546808486622655,-0.9903036717556368,0.2478015475415768,-0.128680684905696,1.061468808189474}"
36689,"{0.2331930894035268,-0.5729666200046712,1.0919563719297216,-0.0608211703103161,0.8263224610599196,-0.4524730204510904,0.0629256816706428,-0.1469163000197217,0.8318151174112164,-1.1371473747701142}"
36690,"{0.3748449274618481,1.7146181662422977,0.0436534271509203,-0.4319355334966658,-2.130046566189018,0.1490319256101952,0.8859994702678199,-0.5500726238145248,0.3928783130701395,0.3303243413477902}"
36691,"{0.0847036007766937,0.643470557158931,-1.078921774754902,-1.4252511705049875,1.615952861331997,-0.2879636261532451,-0.2893241242411848,0.1219876652139682,-0.2205345388907797,0.5912165107963775}"
36692,"{-2.0306207792856377,0.5205381179467982,-1.9703175471264625,0.578028284256745,0.1207882298319255,-0.040610591724204,0.3825490844939715,0.9239301887055208,0.2240593250921081,-0.963265691966522}"
36693,"{-0.7430169777209686,0.1298591247546049,-0.2913382558437992,-2.255348711336316,0.4580370996881195,-0.5787885541706537,-0.936272883469713,-0.2233595495822314,0.5231722009602768,-0.0723289061632256}"
36694,"{0.036868489575829,-1.1842927642402918,1.8911431424282867,1.2124643369721224,-0.0939283944061224,-0.8366887206040676,-1.257637644967014,0.446854672176589,-0.6123589891492514,-2.3942727364546137}"
36695,"{0.1893881691506209,0.0027708469449344,-0.5557809638659038,0.1456063495457562,0.8078214704417674,-0.5089831056413806,0.226558944544556,-0.3818659022543035,-1.2461414548821097,0.7798511023830769}"
36696,"{1.1866280566950818,1.145918902054296,0.583689340089421,-0.142056963350216,-0.3270657690384482,0.8524342675536586,1.8384423543883532,0.9277211403520914,-1.9138541309680095,0.7168462892742655}"
36697,"{0.3432198645369505,1.1784669086287225,0.2091282135132806,0.3583518723776953,0.3380559000580055,-0.522533449987471,-0.9651474014819548,1.1980052897426812,-1.0770154768339877,1.7416397870208942}"
36698,"{0.1066371844926808,1.0816719613087873,0.806446619470644,-0.9735854793623908,-1.1765542000256677,-0.0388121348117036,-1.06026486223681,-0.663422915993565,-0.5464705735933587,-0.481534274763726}"
36699,"{0.0061404661639968,0.1333972102995783,-1.030353990713324,-0.3195070575910655,0.6910485240530007,-1.1563079641931306,0.0007034661593844,-1.1172149605941903,-1.6553786373867931,-0.853346033663132}"
36700,"{-0.0759524273566475,0.8777234610186427,0.7095788141023537,-0.1987916302183919,0.5044010442226259,-1.258710357671221,-2.2359438600309254,-2.640478762031962,1.3514224705299085,1.5886900466479887}"
36701,"{-1.4410101998072675,1.127983620757357,-0.3233400180829341,0.1610510053127709,-0.1754096026113695,-2.2258328012335733,-0.5484755715076898,-1.2320473798238143,-1.5816265979655535,-0.3676513711570193}"
36702,"{-0.9178844841730674,-0.0233643557046668,-0.5907847713548734,-1.5915293758867557,0.4774475860481614,-0.3663816988376664,0.1688892451861631,-0.57124881440165,-0.7328569997485457,1.0820197809449903}"
36703,"{-0.5337247185825057,-0.7614046649248342,0.694273435201938,-0.8614483587210326,0.4068574855298481,-0.1811228249423775,2.19099844918719,1.0598457478066028,-0.0292956288833956,-0.5030141231183143}"
36704,"{-1.0022042186756903,0.439802392322022,1.0105131193593166,0.6151888635345951,-0.1351165838342369,1.3813237329949062,-2.1719155418877327,-1.1136540603685687,0.7624242810420317,-0.610350835739716}"
36705,"{-0.7649384210680562,0.9991971695323724,0.4047405122746458,1.271619894322258,-2.0814323480967074,0.3059404491409589,-0.6011967616902152,-0.2695935075722555,-0.0767526080918876,-0.939158243301948}"
36706,"{-0.4561928286851486,1.14416112332231,-0.3808885968094906,0.6928518535066234,0.4457852183743818,0.0844690641852667,-0.6027735752278064,0.0717547031084682,-0.6961801058800143,1.967213411649406}"
36707,"{1.2241453783711331,0.4168925402594103,1.4275030782133795,-0.5165098537936483,-0.4292659645378512,-0.3455154945203947,-0.997770011727571,0.4485441581218277,-0.9035536417231198,-0.4388792961506059}"
36708,"{0.1804828021025059,0.3659782415154383,-0.9950120935941428,-1.768192010866379,0.1747670576381122,-0.2452707876041353,1.2849830636622208,1.295516895147406,-0.0724560983074482,0.5551547042751871}"
36709,"{1.3598758577226568,-0.2084862326001307,0.3887668423032774,-0.8986765717008784,-0.6271612528973542,-0.5439510300772836,0.659410565399969,0.9493437743672284,0.1476177468340144,0.2626817265602363}"
36710,"{-0.1005389543502888,0.2824568729605085,-1.5294293365821707,0.0366622022259476,0.1967817757639205,2.022634188678175,-0.5242579850114983,-0.5628610722719742,-0.6620890459221429,0.08422428516536}"
36711,"{-0.8504255481243406,1.1847310697744469,-0.9146925951504028,-0.4723857077578879,-0.4611898401635597,1.2734322251611123,-0.0527764991962778,1.0874933476308737,0.0515325208592304,-0.2605799871207724}"
36712,"{1.4677504493572853,0.9074325967921598,1.2599003370674628,1.8613767661250136,-1.419383945579614,-0.4153911741428246,1.181474051622624,-0.5498380530292085,0.9239626807132144,1.407205797419916}"
36713,"{0.2971383016268373,0.2104575637878148,-0.0726380689009876,0.7429731673207537,0.5209041146120239,1.2688766723326688,-0.1537653535532652,-0.8362729132283447,0.2813339378728288,0.0407208581379539}"
36714,"{0.2454711265039198,0.1475534733017695,-1.0691397528515492,0.092489951058054,0.301759010447529,-0.642222032203716,-0.5019497462084803,-0.2765966635420675,0.3414353131431641,1.0211080272227584}"
36715,"{-1.4675612617864078,0.4484756932581514,-0.7979508947628294,1.3263550389868366,0.7523387466521603,-0.1484754995173542,0.8693235957758891,-1.049735847799576,-0.287084829800355,-0.0297735134525147}"
36716,"{0.3746007969284023,0.5533796476847034,-0.5719478949077982,0.2298695077365807,0.7897396248217975,-0.7724966063117452,0.7448973946794193,0.931802902957962,0.1585760083437196,-1.345792631521637}"
36717,"{-0.1199572936813578,-0.8006629824922598,-0.1446562291238555,-0.0940566776667118,1.7987723247077407,0.4069050192549154,-0.1829471181141326,0.1756522374173456,-0.772248358805455,0.7251255560026977}"
36718,"{-0.0405710320757996,-0.99117387288571,-1.1857059501421616,0.7955948501215289,-1.1195197735732854,-1.3748125256706365,-2.941313256475537,-1.2923359467085178,0.938912569173778,0.0732320340170182}"
36719,"{0.8754155688043894,0.1003482827005159,-0.3784008531646468,-0.1509932504122655,0.2512119111342258,1.6538121546763669,-1.4635792500172704,-1.70647193405258,-1.1360052817958606,0.3226019670721879}"
36720,"{0.7987850520310538,0.2498063219015594,0.8815323118641156,-0.2528560764869071,-2.6744383275620947,-0.6253488076218429,-1.093924904361033,-1.3480167116867128,0.7507376821307723,-0.2223000243764945}"
36721,"{1.5728073940569662,0.2344170668252338,-1.225601499214399,1.1779412752242584,0.1833274347136807,-1.0983067184455515,0.2534743523504156,0.3951739806197264,-0.2081625188428686,1.0651210479371451}"
36722,"{-0.083698245709468,-0.1329469460165832,-0.2919341870677936,-0.5719003560123186,1.458094136244994,1.3768804078028345,-1.3754135037778286,1.4711478436821306,-1.4219691293724854,0.703861532193778}"
36723,"{-0.3800258115574811,-0.0109718669239838,-2.3029685075797866,-1.9814153481903745,0.2288909269790604,0.4163035557465728,-1.696944887617542,-1.132995190317711,0.6415718624254293,-0.9355116002360172}"
36724,"{-0.0075503146427151,-0.6153583545451962,0.4648160702172158,-1.820984857109479,0.2731019855521332,0.2141053970108025,-0.7537839609635365,-0.9953027018394032,0.0433456537523503,0.4913135305335045}"
36725,"{0.1199446815249848,-0.1570557677856552,0.4401912716374823,0.4224416581946467,-1.3990925520183406,1.4577036342484595,-0.0924329456497648,0.5426224759319668,0.1201887717962897,-2.235805698293969}"
36726,"{-0.6822542853904001,-1.1599364067880271,1.201920904913175,-0.0333972208299526,-0.1438736259658797,-0.317072945164448,0.9863651060514546,0.3717250356833249,1.3116308562137586,-1.5661702685935857}"
36727,"{-0.8742712538369912,-0.0230852906201655,0.4258673344897526,0.473842280149384,-0.2060620848779267,-0.3469830837046622,-0.6656368816862781,0.163319488846324,-0.3670582727605128,1.132900939271966}"
36728,"{-1.0569830608945574,0.9977691346440928,1.1862712329496516,0.0479433887388927,0.2385185187501649,0.7155135644859077,-0.5567956082328867,-2.0614012241144777,-0.6625855945992376,-0.0792299395785087}"
36729,"{-0.0577264458456106,1.4854666276936277,-1.9093670551842377,-1.1904267688032182,-0.8583115246967475,-0.0486991715339918,2.218617494430331,0.0089198576338176,1.501228838374213,0.0903264937952298}"
36730,"{-0.8918892833941142,1.396864521931635,-0.3681095171460395,-1.787792127506917,0.9644851458466416,0.4700537989608241,-1.0396829070427014,0.5902972234852358,0.1098874255706903,-2.207517588910481}"
36731,"{0.0747172862874326,-0.4905591547991764,-0.6832267375928536,0.6635138245956851,0.4891849947339742,-0.6821293400788571,-0.1926540802843309,0.924121950913288,0.777010525326512,-0.667505970605158}"
36732,"{-2.058638772775499,0.9294938777815588,-2.6915898204731867,0.5329127456546687,0.4179635231726638,-0.0997115664536934,-0.3915806791253035,1.1815479032203082,-2.4777965119946512,0.2750604024450839}"
36733,"{-0.1785347715304633,1.5839465770009162,-0.9028762531290948,0.6901671546332571,-0.2643628985204192,0.3692675763123803,0.1480550325338246,-1.1589114718219582,-2.4938467942208558,0.7229448720499585}"
36734,"{0.9957818255185368,-0.5843868601148747,-0.0930942427896052,0.1650200587221247,1.9143526308808332,0.4693614713757615,-1.0265226771480518,1.4818372010520018,-0.6132546534129403,-0.051269225078635}"
36735,"{0.9619661573883116,0.8042646642215279,-1.5908948702274308,-1.2334845312674123,0.1912193451572447,-1.5585273954711771,0.1071249241598628,0.1245527207035016,1.0312771273644823,-2.5683091016531128}"
36736,"{-0.1256614781809926,0.3865879785462632,-1.8441494373554783,-0.2951552897204041,-1.557886628460172,0.8193119497893607,0.5821285759847578,-0.3427885892173644,-0.7073506719308363,0.6413451453558828}"
36737,"{-1.1322714949612185,-0.3240868349096099,-1.1232676819374208,-0.51048424324553,0.3878006444334252,0.8710417448727843,-0.5945332499697484,-1.50106108612505,0.643655747800473,1.4700951115837746}"
36738,"{-1.6214357929592125,-1.43912062227259,1.0104384335009646,0.1170587015884779,1.3608924567947005,-0.3303037450930038,0.2059153565352821,0.0362710114757508,-1.8835590944815213,-0.239794776248903}"
36739,"{0.502482410390613,0.2095732839666048,-0.8798137718627073,1.262593073433339,0.9467949021182512,1.0734786207675675,-0.0251412463426145,0.4667379668053583,-0.5495934314797897,-0.9855634758715034}"
36740,"{0.2734182258523394,-0.1570943140971939,-0.9648418978108668,-0.0879147078621973,1.5464268086856556,-0.4310416590393785,-0.2558737475987969,-0.5423893072242061,-1.1552982493009152,-0.765297598441513}"
36741,"{0.4630890208375613,1.040173530463893,0.5498401877814414,1.0449678185412197,0.8066341675636614,0.5755980610761698,-1.6324021323069746,-1.0198322062417429,0.0094190741954167,-0.6771304961615223}"
36742,"{0.3063121606538201,0.963428272815912,1.8833900386038855,0.462391811718283,0.1186872956833152,-0.0075866692130247,0.7942090616916063,-1.547712860731486,-0.9090428160098968,1.5574939025001189}"
36743,"{1.4614427600135689,1.4373307149361143,-1.0759768371286258,-2.003918823289327,1.8825358804159416,-0.953210093873387,1.6688094127168491,-1.3782957111282546,0.8321045403936455,-0.6646509609245725}"
36744,"{0.3404176436110104,0.5056118720871008,1.494863384646711,0.030386463443703,-0.5614777700283278,-2.030621344743881,0.551888420773487,1.858963222045376,0.6779910423696174,0.0302352873499843}"
36745,"{0.9326487186571042,-0.2818829844085511,-0.6108267541554389,0.6739079695546075,0.6134568108482221,0.4815792205566424,1.0170555882604448,0.7022200154232325,0.5842666238779093,-0.0697857838052629}"
36746,"{-0.6137584299053822,-0.0186978857910925,0.0329696575343605,-0.4598832909926556,0.860570309624834,1.1395546789575235,-0.4862570276300729,-0.6937564897341891,0.4424738438509315,0.5892794149681615}"
36747,"{-0.7408007810184527,-1.2081208235695169,0.108546324924682,0.878855025251015,0.7995761669939215,0.3903238629171007,0.6176854648974506,0.7473225134582127,0.816719375975279,0.3717630273128954}"
